0x00528af0	CDXTexture__Helper_00528af0	bool __fastcall CDXTexture__Helper_00528af0(int param_1)
0x0055d6d4	CDXTexture__Helper_0055d6d4	void __stdcall CDXTexture__Helper_0055d6d4(int param_1, void * param_2)
0x0055d7e0	CDXTexture__Helper_0055d7e0	int CDXTexture__Helper_0055d7e0(void)
0x0055d896	CDXTexture__Helper_0055d896	int __cdecl CDXTexture__Helper_0055d896(int param_1, int param_2, int param_3)
0x0055d90b	CDXTexture__Helper_0055d90b	int __cdecl CDXTexture__Helper_0055d90b(int param_1, int param_2, int param_3, void * param_4, void * param_5)
0x0055de6f	CDXTexture__Helper_0055de6f	void CDXTexture__Helper_0055de6f(void)
0x0055de78	CDXTexture__Helper_0055de78	void CDXTexture__Helper_0055de78(void)
0x0055def0	CDXTexture__Helper_0055def0	void CDXTexture__Helper_0055def0(void)
0x0055ed50	CDXTexture__Helper_0055ed50	int __cdecl CDXTexture__Helper_0055ed50(void * param_1, void * param_2, uint param_3)
0x00560520	CDXTexture__Helper_00560520	int CDXTexture__Helper_00560520(void)
0x005605ca	CDXTexture__Helper_005605ca	int __cdecl CDXTexture__Helper_005605ca(void * param_1, void * param_2, void * param_3)
0x00560740	CDXTexture__Helper_00560740	int __cdecl CDXTexture__Helper_00560740(void * param_1, void * param_2, void * param_3)
0x0056080d	CDXTexture__Helper_0056080d	void CDXTexture__Helper_0056080d(void)
0x00560885	CDXTexture__Helper_00560885	void __cdecl CDXTexture__Helper_00560885(int param_1, int param_2, void * param_3, void * param_4)
0x00560a49	CDXTexture__Helper_00560a49	void __cdecl CDXTexture__Helper_00560a49(int param_1)
0x00560ab0	CDXTexture__Helper_00560ab0	int __cdecl CDXTexture__Helper_00560ab0(int param_1, void * param_2)
0x00561179	CDXTexture__Helper_00561179	void __cdecl CDXTexture__Helper_00561179(int param_1)
0x0056162e	CDXTexture__Helper_0056162e	void CDXTexture__Helper_0056162e(void)
0x00561679	CDXTexture__Helper_00561679	void __fastcall CDXTexture__Helper_00561679(int param_1, int param_2)
0x0056171c	CDXTexture__Helper_0056171c	uint __cdecl CDXTexture__Helper_0056171c(uint param_1, void * param_2)
0x00561834	CDXTexture__Helper_00561834	int __cdecl CDXTexture__Helper_00561834(int param_1, void * param_2, void * param_3)
0x00561f75	CDXTexture__Helper_00561f75	void __cdecl CDXTexture__Helper_00561f75(uint param_1, void * param_2, void * param_3)
0x00561faa	CDXTexture__Helper_00561faa	void __cdecl CDXTexture__Helper_00561faa(uint param_1, int param_2, void * param_3, void * param_4)
0x00561fdb	CDXTexture__Helper_00561fdb	void __cdecl CDXTexture__Helper_00561fdb(void * param_1, int param_2, void * param_3, void * param_4)
0x0056202e	CDXTexture__Helper_0056202e	int __cdecl CDXTexture__Helper_0056202e(void * param_1, uint param_2)
0x005627ea	CDXTexture__Helper_005627ea	bool __cdecl CDXTexture__Helper_005627ea(uint param_1, void * param_2, uint param_3)
0x00562a01	CDXTexture__Helper_00562a01	int __cdecl CDXTexture__Helper_00562a01(void * param_1, void * param_2)
0x00562a89	CDXTexture__Helper_00562a89	void __cdecl CDXTexture__Helper_00562a89(int param_1)
0x00562c59	CDXTexture__Helper_00562c59	int CDXTexture__Helper_00562c59(void)
0x00562c67	CDXTexture__Helper_00562c67	int CDXTexture__Helper_00562c67(void)
0x00562c99	CDXTexture__Helper_00562c99	void CDXTexture__Helper_00562c99(void)
0x00564a0b	CDXTexture__Helper_00564a0b	int __cdecl CDXTexture__Helper_00564a0b(int param_1, void * param_2, int param_3, int param_4)
0x00564b54	CDXTexture__Helper_00564b54	int __cdecl CDXTexture__Helper_00564b54(int param_1, int param_2, int param_3, int param_4)
0x00564f7a	CDXTexture__Helper_00564f7a	int __cdecl CDXTexture__Helper_00564f7a(void * param_1)
0x00565821	CDXTexture__Helper_00565821	void __cdecl CDXTexture__Helper_00565821(void * param_1, int param_2, int param_3, void * param_4)
0x00565ee0	CDXTexture__Helper_00565ee0	int CDXTexture__Helper_00565ee0(void)
0x00566104	CDXTexture__Helper_00566104	int __cdecl CDXTexture__Helper_00566104(int param_1)
0x00566364	CDXTexture__Helper_00566364	void __cdecl CDXTexture__Helper_00566364(void * param_1, int param_2)
0x00566b42	CDXTexture__Helper_00566b42	int __cdecl CDXTexture__Helper_00566b42(void * param_1, int param_2, int param_3)
0x00566f7c	CDXTexture__Helper_00566f7c	void __cdecl CDXTexture__Helper_00566f7c(void * param_1)
0x00566fd2	CDXTexture__Helper_00566fd2	void __cdecl CDXTexture__Helper_00566fd2(int param_1)
0x00567094	CDXTexture__Helper_00567094	int __cdecl CDXTexture__Helper_00567094(void * param_1, void * param_2, void * param_3)
0x00567de0	CDXTexture__Helper_00567de0	uint * __cdecl CDXTexture__Helper_00567de0(void * param_1, void * param_2)
0x00567df0	CDXTexture__Helper_00567df0	uint * __cdecl CDXTexture__Helper_00567df0(void * param_1, void * param_2)
0x0056836a	CDXTexture__Helper_0056836a	void CDXTexture__Helper_0056836a(void)
0x00568d8c	CDXTexture__Helper_00568d8c	int * __cdecl CDXTexture__Helper_00568d8c(int param_1, void * param_2)
0x00569256	CDXTexture__Helper_00569256	void CDXTexture__Helper_00569256(void)
0x00569432	CDXTexture__Helper_00569432	void CDXTexture__Helper_00569432(void)
0x00569788	CDXTexture__Helper_00569788	int __cdecl CDXTexture__Helper_00569788(int param_1, int param_2)
0x00569814	CDXTexture__Helper_00569814	void __cdecl CDXTexture__Helper_00569814(int param_1, void * param_2)
0x0056982f	CDXTexture__Helper_0056982f	void __cdecl CDXTexture__Helper_0056982f(void * param_1)
0x0056983b	CDXTexture__Helper_0056983b	int __cdecl CDXTexture__Helper_0056983b(void * param_1)
0x00569f35	CDXTexture__Helper_00569f35	int __cdecl CDXTexture__Helper_00569f35(int param_1, int param_2, int param_3)
0x00569f92	CDXTexture__Helper_00569f92	uint __cdecl CDXTexture__Helper_00569f92(int param_1, void * param_2, uint param_3)
0x0056a0b1	CDXTexture__Helper_0056a0b1	uint __thiscall CDXTexture__Helper_0056a0b1(void * this, void * param_1, int param_2)
0x0056a0de	CDXTexture__Helper_0056a0de	uint __thiscall CDXTexture__Helper_0056a0de(void * this, void * param_1, int param_2)
0x0056a15f	CDXTexture__Helper_0056a15f	uint __cdecl CDXTexture__Helper_0056a15f(uint param_1, void * param_2)
0x0056a7e7	CDXTexture__Helper_0056a7e7	int __cdecl CDXTexture__Helper_0056a7e7(int param_1, int param_2)
0x0056b212	CDXTexture__Helper_0056b212	int __cdecl CDXTexture__Helper_0056b212(uint param_1)
0x0056b254	CDXTexture__Helper_0056b254	void __cdecl CDXTexture__Helper_0056b254(uint param_1)
0x0056b2b3	CDXTexture__Helper_0056b2b3	void __cdecl CDXTexture__Helper_0056b2b3(uint param_1)
0x0056b2d5	CDXTexture__Helper_0056b2d5	int __cdecl CDXTexture__Helper_0056b2d5(uint param_1)
0x0056b368	CDXTexture__Helper_0056b368	uint __cdecl CDXTexture__Helper_0056b368(uint param_1, void * param_2)
0x0056c05c	CDXTexture__Helper_0056c05c	int CDXTexture__Helper_0056c05c(void)
0x0056c684	CDXTexture__Helper_0056c684	uint __stdcall CDXTexture__Helper_0056c684(int param_1)
0x0056c998	CDXTexture__Helper_0056c998	int CDXTexture__Helper_0056c998(void)
0x0056cb9d	CDXTexture__Helper_0056cb9d	void __cdecl CDXTexture__Helper_0056cb9d(int param_1, int param_2, int param_3)
0x0056d25e	CDXTexture__Helper_0056d25e	int __cdecl CDXTexture__Helper_0056d25e(int param_1, int param_2, int param_3)
0x0056d2e7	CDXTexture__Helper_0056d2e7	int __cdecl CDXTexture__Helper_0056d2e7(int param_1)
0x0056d469	CDXTexture__Helper_0056d469	uint __cdecl CDXTexture__Helper_0056d469(int param_1, uint param_2)
0x0056d4a6	CDXTexture__Helper_0056d4a6	int __cdecl CDXTexture__Helper_0056d4a6(uint param_1, uint param_2, void * param_3)
0x0056db76	CDXTexture__Helper_0056db76	int __cdecl CDXTexture__Helper_0056db76(uint param_1, int param_2)
0x0056e2ee	CDXTexture__Helper_0056e2ee	int __cdecl CDXTexture__Helper_0056e2ee(uint param_1, int param_2)
0x0056e34f	CDXTexture__Helper_0056e34f	int __cdecl CDXTexture__Helper_0056e34f(int param_1, int param_2, int param_3, int param_4, uint param_5)
0x0056e462	CDXTexture__Helper_0056e462	int __cdecl CDXTexture__Helper_0056e462(int param_1, int param_2, int param_3, int param_4, uint param_5)
0x0056e62d	CDXTexture__Helper_0056e62d	int CDXTexture__Helper_0056e62d(void)
0x0056e8aa	CDXTexture__Helper_0056e8aa	int __cdecl CDXTexture__Helper_0056e8aa(void * param_1, int param_2)
0x0056e8d5	CDXTexture__Helper_0056e8d5	int __cdecl CDXTexture__Helper_0056e8d5(void * param_1, int param_2)
0x0056ea5c	CDXTexture__Helper_0056ea5c	int __cdecl CDXTexture__Helper_0056ea5c(void * param_1, int param_2)
0x0056eab4	CDXTexture__Helper_0056eab4	int __cdecl CDXTexture__Helper_0056eab4(void * param_1)
0x0056eb1b	CDXTexture__Helper_0056eb1b	uint * __cdecl CDXTexture__Helper_0056eb1b(void * param_1)
0x00572310	CDXTexture__Helper_00572310	void __stdcall CDXTexture__Helper_00572310(void * param_1, void * param_2)
0x00574476	CDXTexture__Helper_00574476	int __stdcall CDXTexture__Helper_00574476(int param_1)
0x00574492	CDXTexture__Helper_00574492	int CDXTexture__Helper_00574492(void)
0x00574abb	CDXTexture__Helper_00574abb	void __stdcall CDXTexture__Helper_00574abb(int param_1, int param_2, int param_3, void * param_4)
0x00574ae5	CDXTexture__Helper_00574ae5	int CDXTexture__Helper_00574ae5(void)
0x00574b9d	CDXTexture__Helper_00574b9d	int CDXTexture__Helper_00574b9d(void)
0x0057516c	CDXTexture__Helper_0057516c	int CDXTexture__Helper_0057516c(void)
0x005758e6	CDXTexture__Helper_005758e6	void CDXTexture__Helper_005758e6(void)
0x00575923	CDXTexture__Helper_00575923	int __stdcall CDXTexture__Helper_00575923(void * param_1, void * param_2)
0x005759c3	CDXTexture__Helper_005759c3	void CDXTexture__Helper_005759c3(void)
0x00575a65	CDXTexture__Helper_00575a65	void CDXTexture__Helper_00575a65(void)
0x00579ca5	CDXTexture__Helper_00579ca5	void __fastcall CDXTexture__Helper_00579ca5(void * param_1)
0x00579cbe	CDXTexture__Helper_00579cbe	void __fastcall CDXTexture__Helper_00579cbe(int param_1)
0x00579d17	CDXTexture__Helper_00579d17	void * __thiscall CDXTexture__Helper_00579d17(void * this, void * param_1, int param_2)
0x0057bf1f	CDXTexture__Helper_0057bf1f	int __thiscall CDXTexture__Helper_0057bf1f(void * this, void * param_1, void * param_2, void * param_3)
0x0057d47e	CDXTexture__Helper_0057d47e	void CDXTexture__Helper_0057d47e(void)
0x0057d4db	CDXTexture__Helper_0057d4db	int __fastcall CDXTexture__Helper_0057d4db(void * param_1)
0x0057d62b	CDXTexture__Helper_0057d62b	int __fastcall CDXTexture__Helper_0057d62b(void * param_1)
0x0057d74f	CDXTexture__Helper_0057d74f	int __fastcall CDXTexture__Helper_0057d74f(void * param_1)
0x0057d89e	CDXTexture__Helper_0057d89e	int __fastcall CDXTexture__Helper_0057d89e(void * param_1)
0x0057de38	CDXTexture__Helper_0057de38	int __fastcall CDXTexture__Helper_0057de38(void * param_1)
0x0057df84	CDXTexture__Helper_0057df84	int __fastcall CDXTexture__Helper_0057df84(void * param_1)
0x0058083d	CDXTexture__Helper_0058083d	void __fastcall CDXTexture__Helper_0058083d(void * param_1)
0x00580850	CDXTexture__Helper_00580850	int __stdcall CDXTexture__Helper_00580850(void * param_1, void * param_2)
0x0058092d	CDXTexture__Helper_0058092d	int __fastcall CDXTexture__Helper_0058092d(void * param_1)
0x00580a00	CDXTexture__Helper_00580a00	int __fastcall CDXTexture__Helper_00580a00(void * param_1)
0x00580a05	CDXTexture__Helper_00580a05	int CDXTexture__Helper_00580a05(void)
0x00581e8c	CDXTexture__Helper_00581e8c	int __thiscall CDXTexture__Helper_00581e8c(void * this, int param_1, int param_2)
0x00588896	CDXTexture__Helper_00588896	void __fastcall CDXTexture__Helper_00588896(void * param_1, void * param_2)
0x005888a1	CDXTexture__Helper_005888a1	void __fastcall CDXTexture__Helper_005888a1(void * param_1)
0x005888ae	CDXTexture__Helper_005888ae	void __fastcall CDXTexture__Helper_005888ae(void * param_1)
0x0058920c	CDXTexture__Helper_0058920c	int CDXTexture__Helper_0058920c(void)
0x0058c178	CDXTexture__Helper_0058c178	int __thiscall CDXTexture__Helper_0058c178(void * this, int param_1, uint param_2, void * param_3)
0x0058c82b	CDXTexture__Helper_0058c82b	void __thiscall CDXTexture__Helper_0058c82b(void * this, void * param_1, int param_2, uint param_3)
0x0058d722	CDXTexture__Helper_0058d722	void __thiscall CDXTexture__Helper_0058d722(void * this, int param_1, int param_2)
0x0058f1fc	CDXTexture__Helper_0058f1fc	void __fastcall CDXTexture__Helper_0058f1fc(int param_1)
0x00590e10	CDXTexture__Helper_00590e10	int __stdcall CDXTexture__Helper_00590e10(void * param_1, int param_2, int param_3)
0x00590ea0	CDXTexture__Helper_00590ea0	int __stdcall CDXTexture__Helper_00590ea0(void * param_1)
0x00590f80	CDXTexture__Helper_00590f80	void __stdcall CDXTexture__Helper_00590f80(void * param_1, int param_2, int param_3)
0x00591060	CDXTexture__Helper_00591060	void CDXTexture__Helper_00591060(void)
0x005928d0	CDXTexture__Helper_005928d0	int __stdcall CDXTexture__Helper_005928d0(void * param_1)
0x00592950	CDXTexture__Helper_00592950	int __stdcall CDXTexture__Helper_00592950(void * param_1, int param_2)
0x00592a80	CDXTexture__Helper_00592a80	void __stdcall CDXTexture__Helper_00592a80(int param_1)
0x00592d45	CDXTexture__Helper_00592d45	void __stdcall CDXTexture__Helper_00592d45(void * param_1, int param_2)
0x00592d63	CDXTexture__Helper_00592d63	void __stdcall CDXTexture__Helper_00592d63(int param_1, int param_2)
0x00592dc2	CDXTexture__Helper_00592dc2	void * __stdcall CDXTexture__Helper_00592dc2(void * param_1, int param_2, int param_3, int param_4)
0x00592eb6	CDXTexture__Helper_00592eb6	void __stdcall CDXTexture__Helper_00592eb6(void * param_1, int param_2)
0x00593024	CDXTexture__Helper_00593024	void __stdcall CDXTexture__Helper_00593024(int param_1, int param_2)
0x00593043	CDXTexture__Helper_00593043	void __stdcall CDXTexture__Helper_00593043(void * param_1, int param_2, int param_3)
0x005935d9	CDXTexture__Helper_005935d9	int __stdcall CDXTexture__Helper_005935d9(int param_1, int param_2)
0x005935f2	CDXTexture__Helper_005935f2	int __stdcall CDXTexture__Helper_005935f2(int param_1, int param_2, void * param_3)
0x0059361e	CDXTexture__Helper_0059361e	int __stdcall CDXTexture__Helper_0059361e(int param_1, int param_2, void * param_3)
0x0059364c	CDXTexture__Helper_0059364c	int CDXTexture__Helper_0059364c(void)
0x0059371d	CDXTexture__Helper_0059371d	int __stdcall CDXTexture__Helper_0059371d(int param_1, int param_2, void * param_3, void * param_4)
0x00593753	CDXTexture__Helper_00593753	int __stdcall CDXTexture__Helper_00593753(int param_1, int param_2, void * param_3, void * param_4, void * param_5)
0x005937bc	CDXTexture__Helper_005937bc	void __stdcall CDXTexture__Helper_005937bc(int param_1)
0x005937c7	CDXTexture__Helper_005937c7	void __stdcall CDXTexture__Helper_005937c7(int param_1)
0x005937db	CDXTexture__Helper_005937db	void __stdcall CDXTexture__Helper_005937db(int param_1)
0x00593812	CDXTexture__Helper_00593812	void __stdcall CDXTexture__Helper_00593812(int param_1, int param_2, int param_3)
0x00593861	CDXTexture__Helper_00593861	void __stdcall CDXTexture__Helper_00593861(void * param_1, void * param_2)
0x00593890	CDXTexture__Helper_00593890	void __stdcall CDXTexture__Helper_00593890(void * param_1, void * param_2)
0x00593951	CDXTexture__Helper_00593951	void __stdcall CDXTexture__Helper_00593951(int param_1, double param_2, double param_3)
0x00593989	CDXTexture__Helper_00593989	void __stdcall CDXTexture__Helper_00593989(int param_1)
0x005942da	CDXTexture__Helper_005942da	void __stdcall CDXTexture__Helper_005942da(void * param_1, int param_2, int param_3, int param_4, int param_5)
0x00594d5c	CDXTexture__Helper_00594d5c	void __stdcall CDXTexture__Helper_00594d5c(void * param_1)
0x00595079	CDXTexture__Helper_00595079	void __stdcall CDXTexture__Helper_00595079(void * param_1, int param_2, int param_3)
0x005950a2	CDXTexture__Helper_005950a2	void __stdcall CDXTexture__Helper_005950a2(int param_1, int param_2, int param_3)
0x005950e0	CDXTexture__Helper_005950e0	int __stdcall CDXTexture__Helper_005950e0(int param_1, uint param_2, uint param_3)
0x0059519a	CDXTexture__Helper_0059519a	void __stdcall CDXTexture__Helper_0059519a(int param_1, int param_2, int param_3)
0x005951e9	CDXTexture__Helper_005951e9	int __stdcall CDXTexture__Helper_005951e9(int param_1)
0x005960c1	CDXTexture__Helper_005960c1	double __stdcall CDXTexture__Helper_005960c1(uint param_1)
0x00596106	CDXTexture__Helper_00596106	float * __stdcall CDXTexture__Helper_00596106(void * param_1, void * param_2)
0x005961d0	CDXTexture__Helper_005961d0	void __stdcall CDXTexture__Helper_005961d0(void * param_1, void * param_2, void * param_3)
0x005962b3	CDXTexture__Helper_005962b3	void __stdcall CDXTexture__Helper_005962b3(void * param_1, void * param_2, void * param_3)
0x0059902a	CDXTexture__Helper_0059902a	int CDXTexture__Helper_0059902a(void)
0x00599406	CDXTexture__Helper_00599406	int __stdcall CDXTexture__Helper_00599406(void * param_1, void * param_2, void * param_3, void * param_4)
0x005994c4	CDXTexture__Helper_005994c4	int CDXTexture__Helper_005994c4(void)
0x0059b920	CDXTexture__Helper_0059b920	void __stdcall CDXTexture__Helper_0059b920(int param_1)
0x0059b960	CDXTexture__Helper_0059b960	int __stdcall CDXTexture__Helper_0059b960(void * param_1)
0x0059be70	CDXTexture__Helper_0059be70	int CDXTexture__Helper_0059be70(void)
0x0059c670	CDXTexture__Helper_0059c670	int __stdcall CDXTexture__Helper_0059c670(int param_1, int param_2)
0x0059c690	CDXTexture__Helper_0059c690	int __stdcall CDXTexture__Helper_0059c690(int param_1, int param_2)
0x0059c8ab	CDXTexture__Helper_0059c8ab	void __stdcall CDXTexture__Helper_0059c8ab(int param_1, void * param_2, int param_3)
0x0059c8c1	CDXTexture__Helper_0059c8c1	int __stdcall CDXTexture__Helper_0059c8c1(void * param_1, int param_2)
0x0059cc24	CDXTexture__Helper_0059cc24	int __stdcall CDXTexture__Helper_0059cc24(int param_1)
0x0059cc68	CDXTexture__Helper_0059cc68	void __stdcall CDXTexture__Helper_0059cc68(int param_1)
0x0059ccb3	CDXTexture__Helper_0059ccb3	void __stdcall CDXTexture__Helper_0059ccb3(int param_1, int param_2)
0x0059ce20	CDXTexture__Helper_0059ce20	void __stdcall CDXTexture__Helper_0059ce20(int param_1, void * param_2, uint param_3)
0x0059d036	CDXTexture__Helper_0059d036	void __stdcall CDXTexture__Helper_0059d036(void * param_1, void * param_2, int param_3)
0x0059d301	CDXTexture__Helper_0059d301	void __stdcall CDXTexture__Helper_0059d301(int param_1, int param_2, void * param_3, void * param_4, int param_5)
0x0059d47a	CDXTexture__Helper_0059d47a	void __stdcall CDXTexture__Helper_0059d47a(void * param_1)
0x0059d614	CDXTexture__Helper_0059d614	int __stdcall CDXTexture__Helper_0059d614(void * param_1, uint param_2)
0x0059d699	CDXTexture__Helper_0059d699	void __stdcall CDXTexture__Helper_0059d699(void * param_1, int param_2, int param_3)
0x0059d879	CDXTexture__Helper_0059d879	void __stdcall CDXTexture__Helper_0059d879(void * param_1, int param_2, uint param_3)
0x0059d992	CDXTexture__Helper_0059d992	void __stdcall CDXTexture__Helper_0059d992(void * param_1, int param_2, uint param_3)
0x0059dda2	CDXTexture__Helper_0059dda2	void __thiscall CDXTexture__Helper_0059dda2(void * this, int param_1, void * param_2)
0x0059dfb2	CDXTexture__Helper_0059dfb2	uint __stdcall CDXTexture__Helper_0059dfb2(uint param_1, void * param_2, uint param_3)
0x0059e0b0	CDXTexture__Helper_0059e0b0	void __stdcall CDXTexture__Helper_0059e0b0(int param_1)
0x0059e970	CDXTexture__Helper_0059e970	void CDXTexture__Helper_0059e970(void)
0x0059ee20	CDXTexture__Helper_0059ee20	void __stdcall CDXTexture__Helper_0059ee20(void * param_1, int param_2, uint param_3)
0x0059eed0	CDXTexture__Helper_0059eed0	void __stdcall CDXTexture__Helper_0059eed0(void * param_1)
0x0059ef60	CDXTexture__Helper_0059ef60	void __stdcall CDXTexture__Helper_0059ef60(void * param_1)
0x0059f050	CDXTexture__Helper_0059f050	void __stdcall CDXTexture__Helper_0059f050(void * param_1)
0x0059f110	CDXTexture__Helper_0059f110	void __stdcall CDXTexture__Helper_0059f110(void * param_1)
0x005ab420	CDXTexture__Helper_005ab420	void CDXTexture__Helper_005ab420(void)
0x005ad550	CDXTexture__Helper_005ad550	void __stdcall CDXTexture__Helper_005ad550(int param_1)
0x005aeaf0	CDXTexture__Helper_005aeaf0	void __fastcall CDXTexture__Helper_005aeaf0(int param_1, int param_2, int param_3)
0x005aebb0	CDXTexture__Helper_005aebb0	void __thiscall CDXTexture__Helper_005aebb0(void * this, int param_1, int param_2, int param_3)
0x005aee40	CDXTexture__Helper_005aee40	void __stdcall CDXTexture__Helper_005aee40(void * param_1, int param_2, void * param_3)
0x005af5f0	CDXTexture__Helper_005af5f0	void __thiscall CDXTexture__Helper_005af5f0(void * this, int param_1, void * param_2, int param_3, void * param_4)
0x005afcf0	CDXTexture__Helper_005afcf0	void __stdcall CDXTexture__Helper_005afcf0(int param_1, void * param_2, int param_3, void * param_4, int param_5)
0x005afe60	CDXTexture__Helper_005afe60	void CDXTexture__Helper_005afe60(void)
0x005d06f0	CDXTexture__Helper_005d06f0	void CDXTexture__Helper_005d06f0(void)
0x005d0820	CDXTexture__Helper_005d0820	int __cdecl CDXTexture__Helper_005d0820(void * param_1, int param_2, int param_3)
0x005d08ad	CDXTexture__Helper_005d08ad	int CDXTexture__Helper_005d08ad(void)
0x005d0e88	CDXTexture__Helper_005d0e88	int __cdecl CDXTexture__Helper_005d0e88(void * param_1, int param_2)
